name,classification,category,source,scope,url,NP_selflessness,NP_integrity,NP_objectivity,NP_accountability,NP_openness,NP_honesty,NP_leadership,NP_all,notes,url_source,code_url,code_name,match,level,adopts_7,principles_count_mentioned,NP_score,nolan_inconsistency,confidence,human_review,scraped_date

Mawdesley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mawdesleyparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Nether Kellet Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
Mawgan In Pydar Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.stmawganparishcouncil.org.uk,N,N,N,N,N,N,N,No,,,https://www.stmawganparishcouncil.org.uk/wp-content/uploads/2024/01/Draft-Minutes-10-Jan-2024-1-1.pdf,Minutes,code of conduct,individual,No,,0,No,Low,Yes,2026-09-09


Nether Langwith Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://nether-langwith-pc.gov.uk/,N,N,N,Y,N,N,N,No,,found_via_name_search,https://nether-langwith-pc.gov.uk/wp-content/uploads/simple-file-list/Policies/NLPC-Internet-Policy-and-Proc-Dec-2023.pdf,NLPC-Internet-Policy-and-Proc-Dec-2023.pdf,code of conduct; code of practice,individual,No,,1,No,Medium,No,2026-09-09
Nether Peover Parish Council,,Parish Council ,FOIA | ONA,IS,https://nether-peover.parish.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Mawnan Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mawnan.org.uk,N,N,N,Y,N,N,N,No,,,https://mawnan.org.uk/wp-content/uploads/2021/07/ilovepdf_merged_compressed.pdf,Agenda,code of conduct; code of practice,individual,No,,1,No,Medium,No,2026-09-09
Mawsley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mawsleyparishcouncil.gov.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,https://www.mawsleyparishcouncil.gov.uk/uploads/code-of-conduct-2026-3.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09
Maxey Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.maxey-pc.gov.uk,N,N,N,Y,N,N,N,No,,,https://maxey-pc.gov.uk/wp-content/uploads/2026/05/MPC-Agenda-May-2026.pdf,Open Agenda  - Annual Meeting of the Parish Council 26th May 2026,code of conduct,individual,No,,1,No,Medium,No,2026-09-09




Nether Silton Parish Council,,Parish Council ,FOIA | ONA,IS,https://nether-silton.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09
Mayfield and Five Ashes Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mayfieldfiveashes.org.uk,N,N,N,N,Y,N,N,No,,,https://www.mayfieldfiveashes.org.uk,Mayfield and Five Ashes Community Website – Information and news for residents and visitors,code of practice,individual,No,,1,No,Medium,No,2026-09-09
Nether Staveley Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Nether Wallop Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.netherwallopparishcouncil.gov.uk/community/nether-wallop-parish-council-12887/home/,N,N,N,Y,Y,N,N,No,,found_via_name_search,https://www.netherwallopparishcouncil.gov.uk/community/nether-wallop-parish-council-12887/home/,"Nether Wallop Parish Council, Nether Wallop, Stockbridge",code of conduct,individual,No,,2,No,Medium,No,2026-09-09


Nether Whitacre Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://netherwhitacreparish.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://netherwhitacreparish.gov.uk/documents?layout=table,Council Documents,code of conduct,individual,No,,0,No,Medium,No,2026-09-09







Nether Winchendon Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Mears Ashby Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mearsashbyparishcouncil.com,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Measham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.meashamparishcouncil.gov.uk,N,N,N,N,N,N,Y,No,,,https://www.meashamparishcouncil.gov.uk/the-council,The Council | Measham Parish Council,code of conduct,individual,No,,1,No,Medium,No,2026-09-09
Meavy Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.burrator.gov.uk,N,N,N,N,N,N,N,No,,,https://burrator.gov.uk/wp-content/uploads/2023/03/StandingOrders-ChairmanBurrator2013.pdf,Download,code of conduct,individual,No,,0,No,Low,Yes,2026-09-09
Nether Wyresdale Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.netherwyresdale-pc.gov.uk/,N,N,N,N,Y,Y,N,No,,found_via_name_search,https://www.netherwyresdale-pc.gov.uk/media/Council Documents/Declaration of Interests/Registration of Interest Form AJH_Redacted.pdf,Registration of Interest Form AJH_Redacted.pdf,code of conduct,individual,No,,2,No,Medium,No,2026-09-09




Netheravon Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.netheravonparishcouncil.co.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://www.netheravonparishcouncil.co.uk/wp-content/uploads/2026/03/2025-07-03-NPC-Code-of-Conduct.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09



Netherhampton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://netherhamptonparishcouncil.gov.uk/your-council,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09


Netherseal Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.nethersealparishcouncil.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.nethersealparishcouncil.gov.uk/wp-content/uploads/sites/102/2026/01/Parish-Council-Minutes-7th-January-2026.pdf,Parish Council Minutes 7th January 2026,code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Netherton Parish Council,,Parish Council ,FOIA | ONA,IS,https://netherton.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09
Netherton with Biddlestone Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,


Netherwitton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
Nettlecombe Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.nettlecombewestsomerset.life/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.nettlecombewestsomerset.life/nettlecombe-parish-council-code-of-code-of-conduct/,Nettlecombe Parish Council Code of Code of Conduct – Nettlecombe Parish Council,code of conduct,individual,No,,0,No,Medium,No,2026-09-09




Melbourn Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.melbournpc.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Nettleden with Potten End Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://nettledenpottenend-pc.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://nettledenpottenend-pc.gov.uk/wp_nettleden/wp-content/uploads/2019/11/Complaints-Procedure-2019.pdf,Complaints procedure,code of conduct,individual,No,,0,No,Medium,No,2026-09-09










Melbourne Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://www.melbourneparishcouncil.co.uk/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
"Melbourne Parish Council, South Derbyshire",Local government,Parish Council ,FOIA | ONS,IS ,http://www.melbourneparishcouncil.org.uk/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09












Melbury Abbas and Cann Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.dorset-aptc.gov.uk,N,N,N,N,N,N,N,No,,,https://www.dorset-aptc.gov.uk/learning-development/councillor-development/cdf-essentials,Councillor Essentials - Dorset Association of Parish & Town Councils,code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Nettlestead Parish Council,,Parish Council ,FOIA | ONA,IS,https://www.nettlesteadpc.org/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09




Melbury Osmond Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.dorset-aptc.gov.uk,N,N,N,N,N,N,N,No,,,https://www.dorset-aptc.gov.uk/learning-development/councillor-development/cdf-essentials,Councillor Essentials - Dorset Association of Parish & Town Councils,code of conduct,individual,No,,0,No,Medium,No,2026-09-09

Nettlestone and Seaview Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://nettlestoneandseaview-pc.gov.uk/,N,N,N,Y,N,N,N,No,,found_via_name_search,https://nettlestoneandseaview-pc.gov.uk/wp-content/uploads/2026/05/Agenda-PCM-Annual19.05.26.pdf,Download,code of conduct,individual,No,,1,No,Medium,No,2026-09-09




Melchbourne and Yelden Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.melchyeld-pc.gov.uk,N,N,N,N,Y,N,N,No,,,https://melchyeld-pc.gov.uk/wp-content/uploads/simple-file-list/Minutes-2018/Minutes-of-AC-meeting-16-May-2018.pdf,Minutes-of-AC-meeting-16-May-2018.pdf,code of conduct,individual,No,,1,No,Medium,No,2026-09-09




















Melchet Park and Plaitford Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.plaitford.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09














Nevill Holt Parish Council,,Parish Council ,FOIA | ONA,IS,https://nevill-holt.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09















New Alresford Parish Council,,Parish Council ,FOIA | ONA,IS,https://alresfordhistandlit.co.uk/onewebmedia/81+New+Alresford+Parish+Council.pdf,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09





Meldreth Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.meldreth-pc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



New Earswick Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://newearswickparishcouncil.org.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://newearswickparishcouncil.org.uk/policies/LGA-Model-Councillor-Code-of-Conduct-2020-V2-0121.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09




New Forest Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Melksham Without,Local government,Parish Council ,FOIA | ONS,IS,http://www.melkshamwithout.co.uk/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Melksham Without Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.melkshamwithout.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Melling Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mellingparishcouncil.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


New Hutton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,


New Leake Parish Council,,Parish Council ,FOIA | ONA,IS,https://new-leake.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09










Mellor Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mellorparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



New Mills Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

New Milton Parish Council,,Parish Council ,FOIA | ONA,IS,https://new-milton.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09













New Waltham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.newwalthamparishcouncil.gov.uk/community/new-waltham-parish-council-20731/home/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.newwalthamparishcouncil.gov.uk/community/new-waltham-parish-council-20731/governance/,"Governance - New Waltham Parish Council  - New Waltham Parish Council, New Waltham, Grimsby",code of conduct,individual,No,,0,No,Medium,No,2026-09-09







Melton Constable Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.meltonconstable-pc.gov.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,https://meltonconstable-pc.gov.uk/wp-content/uploads//2024/08/code-of-conduct-2023.pdf,code of conduct,code of conduct,individual,No,,7,No,High,No,2026-09-09

Melton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.melton-suffolk-pc.gov.uk,N,N,N,N,Y,N,N,No,,,https://melton-suffolk-pc.gov.uk/wp-content/uploads/2026/05/Schedule-of-Policies.pdf,Schedule of Policies,code of conduct; code of practice,individual,No,,1,No,Medium,No,2026-09-09
Newall with Clifton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Newall-with-Clifton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,



Newark Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Newball Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,




Mendlesham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mendleshampc.org,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Newbiggin Parish Council,,Parish Council ,FOIA | ONA,IS,https://www.middletonandnewbigginparishcouncil.gov.uk/what-we-do,N,N,N,Y,Y,N,N,No,,found_via_name_search,https://www.middletonandnewbigginparishcouncil.gov.uk/agendas-and-minutes,Agendas and Minutes,code of conduct,individual,No,,2,No,Medium,No,2026-09-09
Newbold Astbury Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Mentmore Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mentmore.org,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Newbold Pacey and Ashorne Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,



Meopham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://www.meopham.org/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Mepal Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mepalparish.org,N,N,N,N,N,N,N,No,,,https://www.mepalparish.org/wp-content/uploads/2026/04/AMPC-Agenda-06-05-2026.pdf,Agenda,code of conduct; code of practice,individual,No,,0,No,Medium,No,2026-09-09

Newbold Pacey Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,





Newborough and Borough Fen Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,




Newbottle and Charlton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Newbottle Parish Council,,Parish Council ,FOIA | ONA,IS,https://newbottleparishcouncil.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09










Newbourne Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.newbourneparishcouncil.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Newbury Parish Council,,Parish Council ,FOIA | ONA,IS,https://www.newbury.gov.uk/media/zewk1eng/agenda-and-papers-for-p-amp-h-13-07-20.pdf,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09






Meriden Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.meridenparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Newby (Stokesley) Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,



Newby Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Newby Wiske Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Newby with Mulwith Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

























"Newby with Mulwith, Givendale and Skelton Parish Council",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,























































Newcastle on Clun Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,






Messingham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.messinghamparishcouncil.co.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,https://www.messinghamparishcouncil.co.uk/wp-content/uploads/2017/06/Code-of-Conduct-Messingham-PC-Oct-2019.pdf,code of conduct,code of conduct; code of practice,individual,No,,7,No,High,No,2026-09-09
